LEAID,STNAME,FIPST,LEANM,PCTPROF_MTH_clean,PCTPROF_RLA_clean,NUMVALID_MTH_clean,NUMVALID_RLA_clean,SCHLEV,MEMBERSCH,TOTALEXP,TOTALREV,TFEDREV,TSTREV,TLOCREV,TCURINST,TCURSSVC,TCAPOUT,per_pupil_exp,poverty_rate,Estimated Population 5-17,cluster,log_enrollment,silhouette
1716950,ILLINOIS,17,Brookwood SD 167,12.0,27.0,744,743,01,1126,21422000,21908000,1500000,11540000,8868000,9585000,8383000,1440000,19024.86678507993,25.69610182975338,1257,1,7.027314514039777,0.4891779019607179
1717040,ILLINOIS,17,Woodridge SD 68,38.0,50.0,1929,1929,01,3048,63016000,61345000,2198000,21645000,37502000,33346000,21220000,5441000,20674.5406824147,10.364426613172853,2991,0,8.022568946988255,0.013792437067433588
1717160,ILLINOIS,17,Gower SD 62,59.0,63.0,541,541,01,869,17798000,19013000,131000,4886000,13996000,10519000,5977000,545000,20481.01265822785,7.444444444444444,900,0,6.76849321164863,0.48309401890542364
1717190,ILLINOIS,17,Grand Prairie CCSD 6,15.0,15.0,54,54,01,76,1076000,1127000,139000,642000,346000,520000,404000,14000,14157.894736842103,21.11111111111111,90,1,4.343805421853684,0.47355470247523584
1717220,ILLINOIS,17,Grand Ridge CCSD 95,42.0,57.0,132,132,01,189,3975000,4174000,234000,1446000,2494000,1951000,1547000,93000,21031.74603174603,10.38961038961039,308,0,5.247024072160486,0.21696853482932454
1717280,ILLINOIS,17,Granite City CUSD 9,13.0,18.0,3033,3036,03,5965,67189000,74299000,7952000,34130000,32217000,34070000,23098000,1532000,11263.87259010897,22.747780526851987,6871,1,8.693831965074693,0.4772738840046135
1717310,ILLINOIS,17,Grant CCSD 110,22.0,24.0,393,395,01,612,10153000,10311000,674000,4512000,5125000,5237000,3531000,278000,16589.86928104575,16.79790026246719,762,1,6.418364935936212,0.4786041824196858
1717340,ILLINOIS,17,Grant CHSD 124,32.0,34.0,441,441,02,1821,41339000,37834000,1076000,14571000,22187000,18056000,14692000,4868000,22701.26304228446,7.473928157589802,1726,1,7.507690077819904,0.21182617492492606
1717370,ILLINOIS,17,Grant Park CUSD 6,43.0,43.0,241,241,03,483,6605000,7939000,334000,2549000,5056000,3595000,2588000,82000,13674.948240165631,9.838998211091235,559,1,6.182084906716632,0.09282276900113928
1717490,ILLINOIS,17,Grass Lake SD 36,27.0,32.0,104,104,01,173,6601000,4507000,101000,1252000,3154000,2080000,2394000,1667000,38156.06936416185,17.857142857142858,196,1,5.159055299214529,0.2061098044165457
1717520,ILLINOIS,17,Grayslake CCSD 46,43.0,50.0,2502,2503,01,3693,73815000,71397000,1957000,31264000,38176000,36307000,22348000,5581000,19987.814784727863,5.64017134697763,4202,0,8.214465160759186,0.1926957598946809
1717550,ILLINOIS,17,Grayslake CHSD 127,47.0,53.0,695,697,02,2792,77158000,82875000,714000,28751000,53410000,37755000,24620000,2991000,27635.38681948424,5.378338278931751,2696,0,7.934871565945177,0.2721898753901507
1717580,ILLINOIS,17,Grayville CUSD 1,22.0,27.0,148,148,03,305,4388000,4563000,283000,2803000,1477000,2523000,1391000,104000,14386.88524590164,21.40468227424749,299,1,5.723585101952381,0.5204020925212542
1717670,ILLINOIS,17,Greenfield CUSD 10,32.0,32.0,200,200,03,445,6450000,6828000,268000,3301000,3259000,3910000,1929000,276000,14494.38202247191,18.90660592255125,439,1,6.100318952020064,0.4926420356270249
1717700,ILLINOIS,17,Greenview CUSD 200,17.0,12.0,109,109,03,211,4311000,3936000,105000,1638000,2193000,1972000,1371000,592000,20431.27962085308,12.844036697247708,218,1,5.356586274672012,0.3884471554505665
1717730,ILLINOIS,17,Bond County CUSD 2,35.0,41.0,906,906,03,1812,26264000,28083000,1406000,16607000,10070000,14867000,7582000,598000,14494.48123620309,14.899553571428571,1792,1,7.502738210754851,0.36833600830199226
1717790,ILLINOIS,17,Griggsville-Perry CUSD 4,17.0,27.0,195,195,03,367,5998000,6402000,438000,3328000,2636000,3012000,2396000,21000,16343.324250681198,16.461916461916463,407,1,5.908082938168931,0.47561660989264465
1717800,ILLINOIS,17,Gurnee SD 56,19.0,24.0,1358,1360,01,2004,38723000,40562000,1051000,13516000,25995000,18544000,14344000,1998000,19322.854291417167,10.500729217306755,2057,1,7.60339933974067,0.3848311061842631
1717850,ILLINOIS,17,Northbrook ESD 27,74.0,81.0,868,868,01,1244,35390000,34944000,317000,7475000,27152000,20316000,11929000,1055000,28448.553054662378,3.125,1184,0,7.126890808898808,0.4572692646170644
1718030,ILLINOIS,17,Hall HSD 502,27.0,32.0,106,106,02,457,8528000,9996000,323000,3416000,6257000,3931000,2416000,4000,18660.831509846827,17.523364485981308,428,1,6.126869184114185,0.4712216577308238
1718060,ILLINOIS,17,Hamilton CCSD 328,33.0,49.0,309,309,03,587,7480000,7485000,389000,3593000,3503000,3966000,2772000,56000,12742.7597955707,13.980263157894738,608,1,6.376726947898627,0.25784806384862274
1718090,ILLINOIS,17,Hampton SD 29,42.0,57.0,149,149,01,214,2968000,3425000,140000,1441000,1844000,1582000,1072000,74000,13869.158878504672,12.145748987854253,247,0,5.3706380281276624,0.1293865173551925
1718180,ILLINOIS,17,Calhoun CUSD 40,39.0,41.0,235,234,03,483,7020000,7900000,353000,4319000,3228000,3172000,3040000,116000,14534.16149068323,15.310077519379844,516,1,6.182084906716632,0.33086875261603516
1718200,ILLINOIS,17,Hardin County CUSD 1,13.0,23.0,289,289,03,540,6223000,7487000,800000,5249000,1438000,3421000,2244000,64000,11524.074074074077,27.706422018348626,545,1,6.293419278846481,0.4937392001690269
1718240,ILLINOIS,17,Harlem UD 122,25.0,30.0,3321,3325,03,6450,105949000,112603000,6957000,51182000,54464000,59046000,36805000,3326000,16426.201550387595,17.9055963821368,7076,1,8.771990436532242,0.4861857207542165
1718270,ILLINOIS,17,Harrisburg CUSD 3,10.0,34.0,962,962,03,1876,24558000,23163000,2154000,13248000,7761000,11866000,7070000,3377000,13090.618336886992,27.24505327245053,1971,1,7.537430036586509,0.4887298978438425
1718360,ILLINOIS,17,Harrison SD 36,22.0,23.0,241,241,01,404,8648000,7094000,403000,3382000,3309000,3163000,3012000,1663000,21405.940594059404,14.62264150943396,424,1,6.003887067106539,0.41994763478013253
1718390,ILLINOIS,17,Hartsburg Emden CUSD 21,32.0,37.0,114,114,03,209,3600000,3934000,200000,1338000,2396000,2064000,1176000,98000,17224.880382775118,10.648148148148149,216,1,5.3471075307174685,0.31365468557221315
1718420,ILLINOIS,17,Harvard CUSD 50,13.0,18.0,1351,1347,03,2700,47919000,48988000,3617000,27944000,17427000,24413000,16860000,3418000,17747.777777777777,14.986967854039964,2302,1,7.901377353792616,0.43514926124736425
1718450,ILLINOIS,17,Harvey SD 152,12.0,19.0,1173,1176,01,1898,28711000,32688000,5311000,21968000,5409000,11655000,12884000,805000,15126.975763962066,36.87315634218289,2373,1,7.549082710812286,0.4482423568845511
1718480,ILLINOIS,17,W Harvey-Dixmoor PSD 147,5.0,9.0,625,626,01,1008,18716000,22235000,2797000,15453000,3985000,6468000,8929000,39000,18567.46031746032,43.54838709677419,1550,1,6.9167150203536085,0.3824998487333491
1718510,ILLINOIS,17,Havana CUSD 126,27.0,38.0,452,452,03,924,13449000,14349000,886000,6816000,6647000,6466000,5111000,982000,14555.194805194806,22.62295081967213,915,1,6.829793737512425,0.5135017701982724
1718570,ILLINOIS,17,Hawthorn CCSD 73,52.0,54.0,2661,2665,01,4061,82617000,81633000,1373000,28704000,51556000,42781000,25722000,5226000,20344.00393991628,6.233614914069327,3433,0,8.30943074214033,0.35964294185072027
1718600,ILLINOIS,17,Hazel Crest SD 152-5,6.0,13.0,624,624,01,981,19082000,19917000,1855000,11324000,6738000,6553000,9678000,452000,19451.58002038736,33.83259911894273,1135,1,6.889591308354466,0.4318499324211932
1718810,ILLINOIS,17,Herrin CUSD 4,33.0,44.0,1166,1167,03,2486,30691000,33092000,1675000,21593000,9824000,15566000,9112000,520000,12345.534995977474,18.614718614718612,2772,1,7.818832443803404,0.4186858125576805
1718840,ILLINOIS,17,Herscher CUSD 2,30.0,42.0,885,885,03,1711,32688000,30144000,1038000,10952000,18154000,13052000,16795000,715000,19104.61718293396,7.576601671309192,1795,1,7.445417556701687,0.1866231359077945
1718870,ILLINOIS,17,Heyworth CUSD 4,37.0,41.0,504,504,03,947,15242000,15167000,693000,7403000,7071000,8502000,3968000,1067000,16095.036958817318,7.708119218910586,973,1,6.854354502255021,0.14541760139860552
1718960,ILLINOIS,17,High Mount SD 116,14.0,32.0,264,264,01,415,6634000,6825000,537000,3829000,2459000,3383000,1946000,470000,15985.5421686747,19.42257217847769,381,1,6.030685260261263,0.4908253217329146
1718990,ILLINOIS,17,Highland CUSD 5,41.0,43.0,1435,1436,03,2865,36370000,41201000,1743000,18460000,20998000,20492000,12041000,1215000,12694.589877835951,10.324754901960784,3264,1,7.960672608388117,0.14670251940923823
1719080,ILLINOIS,17,Twp HSD 113,66.0,68.0,891,891,02,3617,118544000,125535000,1758000,24014000,99763000,61358000,38752000,7169000,32774.122200718826,4.163102366695181,3507,0,8.193676665955241,0.41122357667593185
1719110,ILLINOIS,17,LaGrange Highlands SD 106,63.0,70.0,565,567,01,909,17890000,19110000,134000,5550000,13426000,11325000,5339000,720000,19680.96809680968,3.172978505629478,977,0,6.813444599510896,0.5069308202017347
1719200,ILLINOIS,17,Hillsboro CUSD 3,24.0,43.0,810,810,03,1629,23409000,25143000,986000,11735000,12422000,10906000,7248000,1095000,14370.165745856351,15.16919486581097,1714,1,7.396335293800808,0.41134047744113106
1719230,ILLINOIS,17,Hillside SD 93,17.0,40.0,291,291,01,410,10431000,10747000,496000,2562000,7689000,4917000,3708000,628000,25441.463414634145,13.627254509018035,499,1,6.018593214496234,0.31730059142846834
1719260,ILLINOIS,17,Hinckley Big Rock CUSD 429,43.0,57.0,360,362,03,699,13133000,14595000,503000,4327000,9765000,6431000,5466000,318000,18788.26895565093,6.280788177339902,812,0,6.551080335043404,0.28271361293332964
1719290,ILLINOIS,17,Hinsdale CCSD 181,72.0,76.0,2554,2554,01,3761,105965000,94189000,1054000,18344000,74791000,48411000,26461000,25898000,28174.6875830896,2.7784263366798974,4283,0,8.232706009860976,0.46524588993498484
1719320,ILLINOIS,17,Hinsdale Twp HSD 86,67.0,64.0,1005,1005,02,4218,115710000,119156000,1437000,27050000,90669000,68795000,38835000,3177000,27432.432432432437,4.625131995776135,4735,0,8.347353412124338,0.45603032810737676
1719420,ILLINOIS,17,Hollis Cons SD 328,42.0,52.0,100,100,01,150,2096000,2338000,39000,574000,1725000,1136000,780000,1000,13973.333333333334,8.49056603773585,106,0,5.017279836814924,0.1192240018800586
1719500,ILLINOIS,17,Homer CCSD 33C,51.0,58.0,2535,2536,01,3799,66772000,67434000,1150000,19089000,47195000,36273000,23305000,4364000,17576.204264280073,4.642058165548098,3576,0,8.242756345714477,0.39535958627525997
1719530,ILLINOIS,17,Homewood SD 153,25.0,37.0,1354,1355,01,1972,33457000,34999000,919000,15606000,18474000,18691000,11641000,393000,16966.02434077079,10.633608815426996,1815,1,7.587310506022615,0.35619984707974767
1719560,ILLINOIS,17,Homewood Flossmoor CHSD 233,36.0,40.0,666,666,02,2771,72304000,76032000,634000,32198000,43200000,36824000,25656000,5432000,26093.107181522915,6.466595212575919,2799,1,7.927324360309794,0.05227138617472236
1719620,ILLINOIS,17,Hononegah CHD 207,50.0,55.0,449,449,02,1990,47006000,36436000,595000,14119000,21722000,19845000,11018000,13663000,23621.105527638192,5.263157894736842,2166,0,7.596392304064196,0.3460297352390053
1719660,ILLINOIS,17,Hoopeston Area CUSD 11,16.0,18.0,609,610,03,1173,17851000,18453000,1042000,12202000,5209000,10953000,5795000,399000,15218.243819266838,27.197346600331677,1206,1,7.068172000388042,0.4924991242386083
1719680,ILLINOIS,17,Hoover-Schrum Memorial SD 157,5.0,18.0,571,571,01,857,13422000,14751000,1287000,6184000,7280000,6274000,4902000,325000,15661.610268378065,27.58620689655172,957,1,6.754604099487962,0.4640201803707436
1719830,ILLINOIS,17,Huntley Comm Sch Dist 158,46.0,54.0,4885,4897,03,9284,142395000,151246000,3609000,66194000,81443000,78978000,49296000,4896000,15337.677725118485,3.352787780951198,8053,0,9.136155473786806,0.2707782810589864
1719920,ILLINOIS,17,Hutsonville CUSD 1,17.0,47.0,157,157,03,324,5416000,5318000,382000,3083000,1853000,2046000,2105000,121000,16716.04938271605,17.417417417417415,333,1,5.783825182329737,0.39529495619641164
1719960,ILLINOIS,17,Illini Bluffs CUSD 327,28.0,50.0,486,486,03,909,12765000,13576000,287000,4237000,9052000,5490000,4247000,1530000,14042.904290429044,7.716701902748414,946,1,6.813444599510896,0.13059399459597906
1719970,ILLINOIS,17,Il Valley Central USD 321,37.0,55.0,1050,1050,03,2094,27278000,29894000,1033000,13081000,15780000,14828000,9249000,1441000,13026.743075453676,10.435168738898756,2252,0,7.647308832356238,0.027712696338827048
1720170,ILLINOIS,17,Iroquois County CUSD 9,30.0,43.0,473,473,03,956,14991000,15374000,964000,8874000,5536000,8128000,4028000,736000,15680.962343096237,17.676266137040713,1007,1,6.863803391452954,0.42668564767918626
1720180,ILLINOIS,17,Iroquois West CUSD 10,30.0,39.0,488,489,03,947,13475000,14403000,565000,8661000,5177000,7716000,4003000,314000,14229.144667370643,14.357682619647354,794,1,6.854354502255021,0.4109609540986645
1720190,ILLINOIS,17,Irvington CCSD 11,34.5,34.5,39,39,01,66,1031000,1010000,103000,486000,421000,573000,385000,6000,15621.212121212122,14.285714285714285,84,1,4.204692619390966,0.4002330665319503
1720220,ILLINOIS,17,Itasca SD 10,49.0,52.0,708,707,01,1033,16620000,17790000,354000,4693000,12743000,8899000,6292000,91000,16089.060987415296,4.821802935010482,954,0,6.9411900550683745,0.29263565042082956
1720250,ILLINOIS,17,Iuka CCSD 7,57.0,72.0,126,126,01,215,3307000,3409000,244000,2069000,1096000,1819000,821000,394000,15381.39534883721,23.728813559322035,236,0,5.375278407684165,0.23878660938745766
1720280,ILLINOIS,17,Jacksonville SD 117,23.0,29.0,1677,1681,03,3298,57274000,53739000,3406000,24882000,25451000,25527000,17760000,8143000,17366.28259551243,20.89954214920549,3713,1,8.101374671228582,0.5125769714847879
1720370,ILLINOIS,17,Jasper CCSD 17,47.0,52.0,117,117,01,169,1892000,1834000,149000,1189000,496000,1095000,565000,3000,11195.266272189348,21.26436781609195,174,1,5.135798437050262,0.16503615304764654
1720380,ILLINOIS,17,Jasper County CUD 1,38.0,38.0,652,651,03,1276,16477000,17364000,1118000,7012000,9234000,7149000,7360000,777000,12913.009404388717,14.457831325301203,1577,1,7.152268856032539,0.3583500408280171
1720430,ILLINOIS,17,Jersey CUSD 100,35.0,46.0,1260,1261,03,2546,44918000,36471000,2383000,17003000,17085000,16205000,12441000,11693000,17642.576590730558,12.695652173913045,2875,1,7.842671474979457,0.21930017313582065
1720490,ILLINOIS,17,Johnsburg CUSD 12,40.0,39.0,932,931,03,1784,37055000,39051000,965000,14543000,23543000,18828000,12276000,2122000,20770.7399103139,5.838739573679333,2158,1,7.487173694213739,0.04591088949687441
1720550,ILLINOIS,17,Johnston City CUSD 1,22.0,20.0,552,552,03,1130,14658000,15564000,879000,9051000,5634000,7181000,4894000,500000,12971.681415929204,18.711180124223603,1288,1,7.030857476116121,0.48666021493597855
1720580,ILLINOIS,17,Joliet PSD 86,15.0,19.0,7110,7111,01,11177,186123000,205769000,15354000,144170000,46245000,95088000,72903000,2959000,16652.32173212848,21.21626906531091,10228,1,9.321702839829644,0.46025122526915074
1720610,ILLINOIS,17,Joliet Twp HSD 204,19.0,25.0,1722,1722,02,6749,128281000,147140000,6094000,53300000,87746000,64712000,49189000,3079000,19007.4085049637,13.58634986445543,6271,1,8.817297783866575,0.42207299193290765
1720640,ILLINOIS,17,County of Union Sch Dist No43,36.0,55.0,263,262,01,400,4566000,5231000,390000,3642000,1199000,2593000,1328000,192000,11415.0,20.943952802359885,339,1,5.993961427306569,0.25651921785420445
1720760,ILLINOIS,17,Kankakee SD 111,13.0,19.0,2565,2568,03,5117,105692000,92744000,13080000,59159000,20505000,44054000,31324000,22071000,20655.071330857925,28.93305831614476,5333,1,8.540519016719735,0.4647605545224204
1720790,ILLINOIS,17,Kansas CUSD 3,12.0,22.0,89,89,03,197,3074000,3431000,154000,1415000,1862000,1490000,1283000,103000,15604.060913705584,12.556053811659194,223,1,5.288267030694535,0.4201753209788849
1720880,ILLINOIS,17,Keeneyville SD 20,22.0,28.0,964,966,03,1501,25211000,25514000,1311000,7337000,16866000,11262000,9113000,3104000,16796.13590939374,11.66077738515901,1698,1,7.31455283232408,0.4135064594492771
1720910,ILLINOIS,17,Kell Cons SD 2,2.5,27.0,64,64,01,95,1669000,1628000,75000,1030000,523000,900000,449000,204000,17568.42105263158,17.857142857142858,112,1,4.564348191467836,0.4354755605492328
1720970,ILLINOIS,17,Kenilworth SD 38,74.0,73.0,326,324,01,479,17244000,19378000,140000,5296000,13942000,10962000,5550000,150000,36000.0,7.331975560081466,491,0,6.173786103901937,0.38634304489780397
1721000,ILLINOIS,17,Kewanee CUSD 229,16.0,32.0,960,963,03,2004,28286000,27621000,2418000,19358000,5845000,12701000,7931000,4107000,14114.770459081836,28.526970954356845,1928,1,7.60339933974067,0.5083538117513497
1721030,ILLINOIS,17,Kildeer Countryside CCSD 96,73.0,75.0,2310,2307,01,3280,73335000,70790000,782000,22183000,47825000,39452000,25171000,5203000,22358.231707317074,3.416557161629435,3044,0,8.0959035329611,0.503963408375368
1721130,ILLINOIS,17,Kings Cons SD 144,44.5,54.5,56,56,01,86,1816000,1863000,122000,672000,1069000,953000,737000,17000,21116.279069767443,8.823529411764707,102,0,4.465908118654584,0.2448731577939255
1721180,ILLINOIS,17,Kinnikinnick CCSD 131,49.0,63.0,1119,1120,01,1714,23054000,21454000,551000,11103000,9800000,14313000,6908000,576000,13450.408401400233,9.12820512820513,1950,0,7.44716835960004,0.36893810531390825
1721270,ILLINOIS,17,Kirby SD 140,46.0,53.0,2315,2315,01,3562,65533000,67744000,2088000,23999000,41657000,38953000,20139000,5151000,18397.810218978106,9.02176763703121,3813,0,8.178358165605836,0.2380143275119762
1721300,ILLINOIS,17,Hiawatha CUSD 426,16.0,22.0,227,227,03,488,7980000,9258000,462000,3637000,5159000,3602000,3105000,398000,16352.459016393444,16.019417475728158,618,1,6.192362489474872,0.46259791782911047
1721390,ILLINOIS,17,Knoxville CUSD 202,20.0,29.0,501,502,03,1068,13725000,12174000,695000,7770000,3709000,7220000,4091000,333000,12851.123595505618,11.776859504132233,968,1,6.974478911025045,0.421065281085041
1721420,ILLINOIS,17,Komarek SD 94,30.0,48.0,344,343,01,520,10171000,9635000,237000,3180000,6218000,6032000,2806000,67000,19559.615384615383,10.73684210526316,475,1,6.255750041753367,0.17501632452294655
1721450,ILLINOIS,17,Darien SD 61,36.0,39.0,934,933,01,1460,22696000,23850000,767000,7102000,15981000,13535000,6177000,475000,15545.205479452055,9.547123623011016,1634,1,7.2868764117507,0.23907395542791604
1721510,ILLINOIS,17,Ladd CCSD 94,27.0,32.0,116,117,01,196,2707000,2877000,215000,1281000,1381000,1409000,1025000,32000,13811.22448979592,16.267942583732058,209,1,5.2832037287379885,0.4792205894173311
1721600,ILLINOIS,17,La Grange SD 102,56.0,66.0,2003,2008,01,3071,56276000,57911000,1429000,18632000,37850000,34594000,16435000,907000,18324.975577987625,4.521845401772075,3273,0,8.030084094267563,0.4834651825821993
1721630,ILLINOIS,17,La Grange SD 105 South,46.0,56.0,871,869,01,1337,30308000,31810000,1188000,7894000,22728000,16390000,9828000,417000,22668.661181750187,9.61820851688693,1362,0,7.198931240688173,0.27905065749465136
1721680,ILLINOIS,17,La Moille CUSD 303,17.0,12.0,125,125,03,213,4758000,4848000,177000,1982000,2689000,2716000,1690000,59000,22338.028169014084,10.465116279069768,258,1,5.365976015021851,0.35307721899658623
1721720,ILLINOIS,17,Lake Bluff ESD 65,61.0,66.0,595,595,01,880,22671000,22931000,259000,4428000,18244000,11367000,8541000,1634000,25762.5,4.282868525896414,1004,0,6.78105762593618,0.46636338547821493
1721750,ILLINOIS,17,Lake Forest SD 67,65.0,65.0,1117,1121,03,1675,46713000,46145000,644000,9587000,35914000,24004000,15415000,4308000,27888.358208955226,3.364792778005745,2437,0,7.424165281042028,0.4507072855875223
1721780,ILLINOIS,17,Lake Forest CHSD 115,75.0,82.0,389,389,02,1585,53459000,58395000,512000,10742000,47141000,29015000,17737000,1922000,33728.07570977918,2.736051502145923,1864,0,7.368970402194793,0.4125856436921154
1721840,ILLINOIS,17,Lake Park CHSD 108,53.0,49.0,573,573,02,2522,65729000,74720000,1016000,19550000,54154000,32136000,26346000,2300000,26062.25218080888,5.960755275823769,2701,0,7.833203948641057,0.2848167094690335
1721870,ILLINOIS,17,Lake Villa CCSD 41,33.0,44.0,1720,1724,01,2566,42167000,44871000,1275000,17993000,25603000,19860000,12506000,2228000,16432.969602494155,5.617618895627195,3133,1,7.8504931808711405,0.09542547334115553
1721900,ILLINOIS,17,Lake Zurich CUSD 95,52.0,54.0,2934,2935,03,5566,126889000,129877000,2415000,37406000,90056000,66125000,42664000,8637000,22797.16133668703,3.546099290780142,6063,0,8.624611588183507,0.3557167434072658
1722020,ILLINOIS,17,Lansing SD 158,18.0,31.0,1784,1785,01,2625,39359000,42398000,3352000,17871000,21175000,15924000,10933000,7839000,14993.90476190476,21.586232697343807,2673,1,7.873217054862741,0.5178484622525337
1722050,ILLINOIS,17,Laraway CCSD 70C,15.0,29.0,247,247,01,427,21794000,15086000,723000,4180000,10183000,7491000,4413000,7057000,51039.812646370025,24.709302325581397,344,1,6.059123195581797,0.16497030628348208
1722080,ILLINOIS,17,La Salle ESD 122,5.0,14.0,548,548,03,915,17546000,15073000,1653000,9835000,3585000,7684000,4703000,3824000,19175.95628415301,31.88720173535792,922,1,6.82001636467413,0.43879381181345006
1722110,ILLINOIS,17,La Salle-Peru Twp HSD 120,26.0,37.0,277,277,02,1259,42453000,26305000,538000,7933000,17834000,11877000,9076000,18205000,33719.61874503574,15.34954407294833,1316,1,7.138866999945524,0.2158453114269321
1722130,ILLINOIS,17,Red Hill CUSD 10,26.0,45.0,442,442,03,956,11517000,11994000,833000,8296000,2865000,5769000,3928000,864000,12047.071129707114,16.46090534979424,972,1,6.863803391452954,0.40577477666772416
1722150,ILLINOIS,17,Lawrence County CUD 20,18.0,32.0,593,594,03,1145,14508000,15758000,1027000,10278000,4453000,8161000,4790000,280000,12670.742358078604,22.692633361558,1181,1,7.044032897274685,0.5184814336139165
1722300,ILLINOIS,17,Lebanon CUSD 9,18.0,31.0,296,296,03,556,10284000,10643000,603000,4611000,5429000,5987000,2884000,242000,18496.40287769784,24.85119047619048,672,1,6.322565239927284,0.5065515169666093
1722350,ILLINOIS,17,Paw Paw CUSD 271,7.5,22.0,87,87,03,179,3941000,4378000,127000,1189000,3062000,1640000,1749000,178000,22016.759776536317,11.397058823529411,272,1,5.19295685089021,0.37087023137778086
1722500,ILLINOIS,17,Lemont Twp HSD 210,51.0,56.0,326,326,02,1373,32651000,37148000,1383000,9245000,26520000,17689000,10651000,998000,23780.77203204661,7.381258023106548,1558,0,7.2254814727822945,0.3553076260620572
1722530,ILLINOIS,17,Lena Winslow CUSD 202,40.0,58.0,412,413,03,838,11327000,11943000,708000,5435000,5800000,6400000,3751000,331000,13516.70644391408,9.156626506024097,830,0,6.732210706467206,0.17259366373460852
1722620,ILLINOIS,17,LeRoy CUSD 2,42.0,28.0,412,412,03,775,11842000,12414000,394000,5107000,6913000,6838000,3851000,276000,15280.0,8.040201005025125,796,1,6.654152520183219,0.22757279998906246
1722710,ILLINOIS,17,Lexington CUSD 7,33.0,48.0,269,269,03,498,8014000,8950000,325000,3145000,5480000,4951000,2087000,251000,16092.369477911649,6.61764705882353,544,1,6.212606095751519,0.057997612341867615
1722740,ILLINOIS,17,Leyden CHSD 212,27.0,29.0,780,780,02,3419,144881000,118560000,2494000,35293000,80773000,49770000,40239000,44527000,42375.25592278444,12.23997588182092,3317,1,8.13739583005665,0.13279129289250283
1722770,ILLINOIS,17,Liberty CUSD 2,37.0,43.0,293,293,03,638,7755000,8147000,335000,4703000,3109000,4598000,2539000,169000,12155.172413793103,6.051437216338881,661,1,6.459904454377535,0.09341103978864733
1722800,ILLINOIS,17,Libertyville SD 70,64.0,67.0,1614,1612,01,2241,49281000,49038000,655000,15729000,32654000,26885000,18709000,1265000,21990.62918340027,2.570281124497992,2490,0,7.715123603632105,0.4955131289365227
1722830,ILLINOIS,17,CHSD 128,73.0,72.0,798,798,02,3316,120936000,106722000,672000,21421000,84629000,55873000,32279000,26052000,36470.44632086852,2.763659466327827,3148,0,8.106816038947052,0.3852616050799583
1722860,ILLINOIS,17,Lick Creek CCSD 16,27.0,32.0,85,85,01,149,1536000,1513000,118000,957000,438000,923000,484000,7000,10308.724832214764,11.864406779661016,118,1,5.0106352940962555,0.39716862956812055
1722870,ILLINOIS,17,Leland CUSD 1,22.0,22.0,145,145,03,261,4832000,5108000,132000,1542000,3434000,2170000,1794000,417000,18513.409961685826,10.39426523297491,279,1,5.568344503761097,0.38319341670614204
1722920,ILLINOIS,17,Limestone Walters CCSD 316,47.0,52.0,124,124,01,186,2506000,2425000,65000,734000,1626000,1310000,787000,95000,13473.118279569891,5.41871921182266,203,0,5.231108616854587,0.2394384152393085
1722950,ILLINOIS,17,Limestone CHSD 310,27.0,37.0,203,203,02,972,16931000,19972000,475000,7366000,12131000,8017000,5640000,454000,17418.72427983539,13.281919451585262,1167,1,6.880384082186005,0.4002092844601976
1722980,ILLINOIS,17,Lincoln ESD 27,36.0,51.0,688,689,03,1102,17004000,18074000,1647000,11116000,5311000,10727000,4589000,140000,15430.127041742287,22.947045280122797,1303,1,7.005789019253503,0.3397784128048195
1723050,ILLINOIS,17,Lincoln CHSD 404,32.0,37.0,187,187,02,813,13521000,15726000,488000,5921000,9317000,6729000,4256000,977000,16630.9963099631,14.269911504424778,904,1,6.70196036600254,0.3997287608195354
1723070,ILLINOIS,17,Lincoln Way CHSD 210,57.0,58.0,1634,1634,02,6811,130408000,141474000,1818000,42693000,96963000,69597000,39283000,4500000,19146.674497136984,2.5733699580743097,6917,0,8.826441041782578,0.4268253323461419
1723090,ILLINOIS,17,Lincolnshire-Prairieview SD 103,79.0,80.0,1274,1274,01,1829,41788000,43560000,358000,12311000,30891000,22733000,16252000,1109000,22847.457627118645,2.0227560050568902,1582,0,7.512071245835466,0.4800646012716927
1723100,ILLINOIS,17,Lincolnwood SD 74,44.0,57.0,818,819,01,1243,39771000,33387000,532000,9645000,23210000,20231000,10136000,6097000,31995.97747385358,12.107279693486593,1305,0,7.126087273299125,0.1899739907275655
1723160,ILLINOIS,17,Lisbon CCSD 90,72.0,77.0,69,69,01,108,1558000,1661000,30000,539000,1092000,879000,516000,10000,14425.925925925923,2.255639097744361,133,0,4.6913478822291435,0.4883372624339994
1723200,ILLINOIS,17,Lisle CUSD 202,47.0,47.0,697,698,03,1419,68086000,44811000,1062000,13382000,30367000,23102000,16162000,25592000,47981.67723749119,6.4804469273743015,1790,0,7.258412150595307,0.11784096068312001
1723250,ILLINOIS,17,Litchfield CUSD 12,20.0,42.0,701,701,03,1397,18757000,21477000,1203000,11191000,9083000,9598000,6339000,362000,13426.628489620616,19.289340101522843,1379,1,7.242797922793756,0.46977992088058323
1723350,ILLINOIS,17,Lockport Twp HSD 205,40.0,42.0,933,933,02,3757,70974000,79182000,1718000,23331000,54133000,37603000,27132000,2147000,18891.136545115784,5.888429752066116,3872,0,8.231642179973411,-0.010808690400539882
